NAMESPACE,PREFIX
http://dbpedia.org/property/location/,ns524
"http://dbpedia.org/property/yg,",ns525
"http://dbpedia.org/property/viceChairman,",ns526
http://dbpedia.org/property/useEw%25,ns527
http://dbpedia.org/property/union(s),ns528
http://dbpedia.org/property/musicDirectorDesignate(fromAugust2020),ns529
http://dbpedia.org/property/populationTotal(2008Year),ns530
http://dbpedia.org/property/oilProductionM3/,ns531
http://dbpedia.org/property/4.54.,ns532
http://dbpedia.org/property/''family'',ns533
http://dbpedia.org/property/riboflavin(b2),ns534
http://dbpedia.org/property/best&,ns535
http://dbpedia.org/property/crdoba%3C,ns536
http://dbpedia.org/property/previousName(s),ns537
http://dbpedia.org/property/tt6873546/%3F,ns538
http://dbpedia.org/property/parent',ns539
"http://dbpedia.org/property/locationWashington,",ns540
http://dbpedia.org/property/cityAdministrator/,ns541
http://dbpedia.org/property/disp/,ns542
http://dbpedia.org/property/currentCeo/,ns543
http://dbpedia.org/property/+%3Cnowiki%3E,ns544
http://dbpedia.org/property/8000,ns545
http://dbpedia.org/property/personages(longList),ns546
http://dbpedia.org/property/leagueChampions(sojhl),ns547
http://dbpedia.org/property/children(s),ns548
http://dbpedia.org/property/magnesium(inMg),ns549
http://dbpedia.org/property/str%3Cnowiki%3E,ns550
http://dbpedia.org/property/1849,ns551
http://dbpedia.org/property/his/,ns552
http://dbpedia.org/property/wingLoadingKg/,ns553
http://dbpedia.org/property/chiefJusticeOfThePeople',ns554
http://dbpedia.org/property/amsVotes%25,ns555
http://dbpedia.org/property/aux%7BaZ%7D,ns556
http://dbpedia.org/property/chairman(mayor),ns557
http://xmlns.com/foaf/0.1/,ns558
http://dbpedia.org/property/basis&nbsp;&nbsp;&nbsp;&nbsp;,ns559
http://dbpedia.org/property/volcanicArc/,ns560
http://dbpedia.org/property/250,ns561
http://dbpedia.org/property/captain(men),ns562
http://dbpedia.org/property/creator/,ns563
http://dbpedia.org/property/founder',ns564
http://purl.org/dc/terms/,ns565
http://dbpedia.org/property/founder&,ns566
http://dbpedia.org/property/ship's(fake),ns567
http://dbpedia.org/property/sclati+,ns568
http://dbpedia.org/property/penaltyscore+42,ns569
http://dbpedia.org/property/written/,ns570
http://dbpedia.org/ontology/SpaceMission/,ns571
http://dbpedia.org/property/joinconcurrence/,ns572
http://dbpedia.org/property/visitors/,ns573
http://dbpedia.org/ontology/Person/,ns574
"http://dbpedia.org/property/165IsHasmonean/hellenistic,OffByAlmostExactly1Century,AsPompeyArrivedIn63Bce.Typo,OrForgotToMentionHasmonean%3FOrIsItAMatterOfMisunderstoodJordanian%22patriotism%22(",ns575
http://dbpedia.org/property/rv/,ns576
http://dbpedia.org/property/1p&nbsp;,ns577
http://dbpedia.org/property/nationaltraining&,ns578
http://dbpedia.org/property/demonym(s),ns579
http://dbpedia.org/property/frp/,ns580
http://dbpedia.org/property/frp/h/krf/,ns581
http://dbpedia.org/property/h/krf/sp/,ns582
http://dbpedia.org/property/risk/,ns583
http://dbpedia.org/ontology/SpaceStation/,ns584
http://dbpedia.org/property/c6+,ns585
http://dbpedia.org/property/poll%23,ns586
"http://dbpedia.org/property/theLatterSeemsToBeATranscriptionMistake,",ns587
http://dbpedia.org/property/tieW/,ns588
http://dbpedia.org/property/noteMid!,ns589
http://dbpedia.org/property/ps/,ns590
http://dbpedia.org/property/footerAlign%5D,ns591
http://dbpedia.org/property/*%22kaadh%22%3Cnowiki%3E,ns592
http://dbpedia.org/property/asian%25,ns593
http://dbpedia.org/property/keyPeople(fsu),ns594
http://dbpedia.org/property/class(es),ns595
http://dbpedia.org/property/marketing&,ns596
http://www.w3.org/1999/02/22-rdf-syntax-ns#,ns597
http://dbpedia.org/property/clubs&,ns598
http://dbpedia.org/property/minorReverseSubstrate(s),ns599
http://dbpedia.org/ontology/Building/,ns600
http://dbpedia.org/property/illustration(s),ns601
http://dbpedia.org/property/fuelConsumptionKg/,ns602
http://dbpedia.org/property/niacin(pp),ns603
"http://dbpedia.org/property/date,",ns604
http://dbpedia.org/property/youth',ns605
http://dbpedia.org/property/date+,ns606
http://dbpedia.org/property/nombreD',ns607
http://dbpedia.org/property/catchphrase(s),ns608
http://dbpedia.org/property/%3Cnowiki%3E,ns609
http://dbpedia.org/property/cyl%3Cnowiki%3E,ns610
http://dbpedia.org/property/zinc(inMg),ns611
http://dbpedia.org/property/gr12%23,ns612
http://www.w3.org/2003/01/geo/wgs84_pos#,ns613
http://dbpedia.org/property/fem%23,ns614
http://dbpedia.org/property/engine(jet),ns615
http://dbpedia.org/property/%7B,ns616
http://dbpedia.org/property/alternativeTitle(s),ns617
http://dbpedia.org/property/country/,ns618
http://dbpedia.org/property/origins',ns619
"http://dbpedia.org/property/(X,Y)",ns620
http://dbpedia.org/property/wsaMostRecentChampion(s),ns621
http://dbpedia.org/ontology/Weapon/,ns622
http://dbpedia.org/property/eddyOyarzbal(per),ns623
http://dbpedia.org/property/minorForwardSubstrate(s),ns624
http://dbpedia.org/property/6000,ns625
http://dbpedia.org/property/men's7',ns626
http://dbpedia.org/property/leadingbogie/,ns627
http://dbpedia.org/property/ap/,ns628
http://dbpedia.org/property/phosphorus(inMg),ns629
http://dbpedia.org/property/nationalcaps(goals),ns630
http://dbpedia.org/property/birthDate(nepali),ns631
http://dbpedia.org/property/white%25,ns632
http://dbpedia.org/property/authors(s),ns633
http://dbpedia.org/property/2004Icapps(points),ns634
http://dbpedia.org/property/change(16),ns635
http://dbpedia.org/property/crew(21November1916),ns636
"http://dbpedia.org/property/kgfWalthamAbbey,",ns637
http://dbpedia.org/property/c2+,ns638
http://dbpedia.org/property/thiamin(inMg),ns639
http://dbpedia.org/property/mostGoals(club),ns640
http://dbpedia.org/property/name(s),ns641
http://dbpedia.org/property/calculatedFromLengthData(dem3%22)FromViewfinderPanoramas.%3C,ns642
http://dbpedia.org/property/child(children),ns643
http://dbpedia.org/property/coaches',ns644
http://dbpedia.org/property/series%23,ns645
http://dbpedia.org/property/cdiz%3C,ns646
http://www.w3.org/2004/02/skos/core#,ns647
http://dbpedia.org/property/socialMedia(instagram),ns648
http://dbpedia.org/property/deathDate/,ns649
http://dbpedia.org/property/w/l/,ns650
http://dbpedia.org/property/primaryMembers(%3E25%25),ns651
http://dbpedia.org/property/colorb%23,ns652
"http://dbpedia.org/property/theTrueSelfIsItselfJustThatPureConsciousness,WithoutWhichNothingCanBeKnownInAnyWay.(...)AndThatSameTrueSelf,PureConsciousness,IsNotDifferentFromTheUltimateWorldPrinciple,Brahman&nbsp;(...)Brahman(%3Cnowiki%3E",ns653
http://dbpedia.org/property/isThisSimplyARepeatOfAPointMadeByThePreviousSentence%3F,ns654
http://dbpedia.org/property/247,ns655
http://dbpedia.org/property/bench2F/,ns656
http://dbpedia.org/property/20041203,ns657
http://dbpedia.org/property/workingPresident',ns658
http://dbpedia.org/property/org/,ns659
http://dbpedia.org/property/highestGoverningBody(s),ns660
http://dbpedia.org/property/doctoralStudent(s),ns661
http://dbpedia.org/property/advertising/,ns662
http://dbpedia.org/property/currentOperator(s),ns663
http://dbpedia.org/property/mliLokallag/,ns664
http://dbpedia.org/property/no%3Cnowiki%3E,ns665
http://dbpedia.org/property/chargD',ns666
http://dbpedia.org/property/editor&,ns667
http://dbpedia.org/property/worlds(iam),ns668
http://dbpedia.org/property/%3C,ns669
http://dbpedia.org/property/.%22%7D,ns670
http://dbpedia.org/property/editor/,ns671
http://dbpedia.org/property/wsopMoneyFinish(es),ns672
http://dbpedia.org/property/bench2G/,ns673
http://dbpedia.org/property/506315,ns674
http://dbpedia.org/property/pushpinMapsize%60,ns675
http://dbpedia.org/property/written/composedByCharlesCalhoun;,ns676
http://dbpedia.org/property/height(ft),ns677
http://dbpedia.org/property/chief',ns678
http://dbpedia.org/property/nameOfTheCurrentMla',ns679
http://dbpedia.org/property/total%23,ns680
http://dbpedia.org/property/useFr%25,ns681
http://dbpedia.org/property/colord%23,ns682
http://dbpedia.org/property/tours(points),ns683
http://dbpedia.org/property/formerRestaurant(s),ns684
http://dbpedia.org/property/seats(wards),ns685
http://dbpedia.org/property/clapps(points),ns686
"http://dbpedia.org/property/aren'tThe%22threeOrchestras%22TheSameAsThe3%22ensembles%22%3FProbablyNotQuite,MaybeTheOther3ListedBelowAs%22performingEnsembles%22",ns687
"http://dbpedia.org/property/moreThan20KilometersAwayComparedToTheAverageDensityOfTheEarth,AccordingToGeonames.%3C",ns688
"http://dbpedia.org/property/multiMode,Hp,Lp,Bp,",ns689
http://dbpedia.org/property/%3F,ns690
http://dbpedia.org/property/mother',ns691
"http://dbpedia.org/property/calculatedFromTheContentionOfAllLengthData(dem3%22)FromViewfinderPanoramas,WithinA10KilometerRadius.%3C",ns692
"http://dbpedia.org/property/hashtag,%23",ns693
http://dbpedia.org/property/typicalInternationalNumberFormat(landline),ns694
http://dbpedia.org/property/diskLoadingKg/,ns695
http://dbpedia.org/property/villian(s),ns696
http://dbpedia.org/property/chairmanOfThePeople',ns697
http://dbpedia.org/property/std/,ns698
http://dbpedia.org/property/constituency/,ns699
http://dbpedia.org/property/usnwr(2022),ns700
http://dbpedia.org/property/leaderNameJosAprgioDaSilva(aprgio),ns701
http://dbpedia.org/property/cost(concession),ns702
http://dbpedia.org/property/exemplar(s),ns703
http://dbpedia.org/property/100s/50,ns704
http://dbpedia.org/property/bodyStyle(s),ns705
http://dbpedia.org/property/gameW/,ns706
http://dbpedia.org/property/2013&2014,ns707
http://dbpedia.org/property/currenttours(currentpoints),ns708
http://dbpedia.org/property/fe++,ns709
http://dbpedia.org/property/league(s),ns710
http://dbpedia.org/property/gr8%23,ns711
http://dbpedia.org/ontology/,ns712
http://dbpedia.org/property/placeofburial+,ns713
http://dbpedia.org/property/nickname(s),ns714
http://dbpedia.org/property/father',ns715
"http://dbpedia.org/property/father,",ns716
http://dbpedia.org/property/male%23,ns717
http://dbpedia.org/property/athletes',ns718
http://dbpedia.org/property/2%5D%5D%3Cbr/%3E%3C,ns719
"http://dbpedia.org/property/health,Education,",ns720
http://dbpedia.org/property/multi%25,ns721
http://www.wikidata.org/entity/,ns722
http://dbpedia.org/property/20010418,ns723
http://dbpedia.org/property/men',ns724
http://dbpedia.org/property/spouse(former),ns725
http://dbpedia.org/property/deaths(official),ns726
http://dbpedia.org/property/keyPeople(executiveCommittee),ns727
http://dbpedia.org/property/length!,ns728
http://dbpedia.org/ontology/Lake/,ns729
http://dbpedia.org/property/desertLions/,ns730
http://dbpedia.org/property/productionGasBcm/,ns731
http://dbpedia.org/property/plus/,ns732
http://dbpedia.org/property/chairman(notAllListed),ns733
http://dbpedia.org/property/typicalLocalNumberFormat(mobile),ns734
http://dbpedia.org/property/%22fireRehab%22,ns735
http://dbpedia.org/property/shipSpeed/,ns736
"http://dbpedia.org/property/company,Manufacturer,",ns737
http://dbpedia.org/property/a&,ns738
http://dbpedia.org/property/2012,ns739
http://dbpedia.org/property/2011,ns740
http://dbpedia.org/property/2010,ns741
http://dbpedia.org/property/gr10%23,ns742
http://dbpedia.org/property/dlf/krf/sp/,ns743
http://dbpedia.org/property/useAb%25,ns744
http://dbpedia.org/property/2016,ns745
http://dbpedia.org/property/2015,ns746
http://dbpedia.org/property/2014,ns747
http://dbpedia.org/property/2013,ns748
http://dbpedia.org/property/2019,ns749
http://dbpedia.org/property/2018,ns750
http://dbpedia.org/property/fpv%25,ns751
http://dbpedia.org/property/2017,ns752
http://dbpedia.org/property/telephoneCode/,ns753
http://dbpedia.org/property/isoCode+,ns754
http://dbpedia.org/property/otherName(s),ns755
http://dbpedia.org/property/theEquivalentDepthEdOfARingIsDefinedAsAnIntegralOfTheNormalOpticalDepthAcrossTheRing.InOtherWords%3Cnowiki%3E,ns756
http://dbpedia.org/ontology/Engine/,ns757
http://dbpedia.org/property/vicePresident/,ns758
"http://dbpedia.org/property/which3%3FSToN,",ns759
http://dbpedia.org/property/2020/,ns760
http://dbpedia.org/property/teammanager(s),ns761
http://dbpedia.org/property/owner/,ns762
http://dbpedia.org/property/2023,ns763
http://dbpedia.org/property/2022,ns764
http://dbpedia.org/property/islands/,ns765
http://dbpedia.org/property/2021,ns766
http://dbpedia.org/property/input/,ns767
http://dbpedia.org/property/2020,ns768
http://dbpedia.org/property/village/,ns769
http://dbpedia.org/property/2026,ns770
http://dbpedia.org/property/2025,ns771
http://dbpedia.org/property/2024,ns772
http://dbpedia.org/property/peakOfProductionOilBbl/,ns773
http://dbpedia.org/property/athlete',ns774
http://dbpedia.org/property/weight(lb),ns775
http://dbpedia.org/property/densitAbitativa(abitanti/kmq),ns776
http://dbpedia.org/property/%23,ns777
http://dbpedia.org/property/a/,ns778
http://dbpedia.org/property/q3''',ns779
http://dbpedia.org/property/hisp%25,ns780
http://dbpedia.org/property/son',ns781
http://dbpedia.org/property/jetOrProp%3F,ns782
http://dbpedia.org/property/riding%25,ns783
http://dbpedia.org/property/chairman(seniorDivision),ns784
http://dbpedia.org/property/memberOfLegislativeAssembly(mla),ns785
"http://dbpedia.org/property/mayor,",ns786
http://dbpedia.org/property/parent(s),ns787
http://dbpedia.org/property/enChildhoodDisintegrativeDisorder%3F,ns788
http://dbpedia.org/property/allLyrics&,ns789
http://dbpedia.org/property/domesticCup(s),ns790
http://dbpedia.org/property/wctMen',ns791
http://dbpedia.org/property/realGrossDomesticIncome(gdi),ns792
http://dbpedia.org/property/pseudonym(s),ns793
http://dbpedia.org/property/manuscript(s),ns794
http://dbpedia.org/property/mla',ns795
http://dbpedia.org/property/perfectFailure%25,ns796
http://dbpedia.org/property/lobbyist&,ns797
http://dbpedia.org/property/800,ns798
http://dbpedia.org/property/x%25,ns799
http://dbpedia.org/property/f/,ns800
http://dbpedia.org/property/h/,ns801
http://dbpedia.org/property/drf/,ns802
http://dbpedia.org/property/madh',ns803
"http://dbpedia.org/property/sparham%22tsongkhapaDoesNotAcceptSvtantra(autonomous)Reasoning(theFourthPoint).HeAssertsThatItIsEnough,WhenProvingThatAnyGivenSubjectIsEmptyOfIntrinsicExistence,ToLeadTheInterlocutor,ThroughReasoning,ToTheUnwelcomeConsequences(prasaga)InTheirOwnUntenablePosition;ItIsNotNecessaryToDemonstrateTheThesisBasedOnReasoningThatPresupposesAnySortOfIntrinsic(%3Cnowiki%3E",ns804
http://dbpedia.org/property/re;,ns805
http://dbpedia.org/property/highestranking(iam),ns806
http://dbpedia.org/property/season2007/,ns807
http://dbpedia.org/property/!,ns808
http://dbpedia.org/property/theCompleteUniversityGuideUniversityRanking(uk),ns809
http://dbpedia.org/property/hdi(2019),ns810
http://dbpedia.org/property/.,ns811
http://dbpedia.org/property/colapps(points),ns812
http://dbpedia.org/property/(,ns813
http://dbpedia.org/property/+,ns814
http://dbpedia.org/property/service/,ns815
http://dbpedia.org/property/*,ns816
http://dbpedia.org/property/5,ns817
http://dbpedia.org/property/aunts/,ns818
http://dbpedia.org/property/4,ns819
http://dbpedia.org/property/aka/,ns820
http://dbpedia.org/property/7,ns821
http://dbpedia.org/property/6,ns822
http://dbpedia.org/property/1,ns823
http://dbpedia.org/property/0,ns824
http://dbpedia.org/property/3,ns825
http://dbpedia.org/ontology/MeanOfTransportation/,ns826
http://dbpedia.org/property/2,ns827
http://dbpedia.org/property/g/,ns828
"http://dbpedia.org/property/nevertheless,AccordingToBasuEtAl.(2016),TheAaaWereEarlySettlersInIndia,RelatedToTheAsi%22theAbsenceOfSignificantResemblanceWithAnyOfTheNeighboringPopulationsIsIndicativeOfTheAsiAndTheAaaBeingEarlySettlersInIndia,PossiblyArrivingOnThe%22southernExit%22WaveOutOfAfrica.DifferentiationBetweenTheAsiAndTheAaaPossiblyTookPlaceAfterTheirArrivalInIndia(admixtureAnalysisWithK%3Cnowiki%3E",ns829
http://dbpedia.org/property/populationTotal(aprx),ns830
http://dbpedia.org/property/parents',ns831
http://dbpedia.org/property/hdi(2018),ns832
http://dbpedia.org/property/riboflavin(inMg),ns833
http://dbpedia.org/property/pCode(placeCode),ns834
http://dbpedia.org/property/debutmo%23,ns835
http://dbpedia.org/property/%3Cbig%3E,ns836
http://dbpedia.org/property/juz',ns837
http://dbpedia.org/property/presentus$,ns838
http://dbpedia.org/property/in%3F,ns839
http://dbpedia.org/property/concur/,ns840
http://dbpedia.org/property/thrust/,ns841
"http://dbpedia.org/property/regionallyDominantLanguagesThatFormTheMainNarrativesAndNarrativesThatDetermineThePolitical,",ns842
http://dbpedia.org/property/rival(s),ns843
http://dbpedia.org/property/station+,ns844
"http://dbpedia.org/property/''Ie''ThePartiesReciteEachVowInBothLanguages%3F7StepsX2PartiesX2Language,",ns845
http://dbpedia.org/property/child(ren),ns846
http://dbpedia.org/property/postCode(city),ns847
"http://dbpedia.org/property/bls,Als,",ns848
http://dbpedia.org/property/name05/,ns849
http://dbpedia.org/property/towns/,ns850
http://dbpedia.org/property/typicalFailure%25,ns851
http://dbpedia.org/property/ek%3Cnowiki%3E,ns852
http://dbpedia.org/property/ship',ns853
http://dbpedia.org/property/clan(s),ns854
http://dbpedia.org/property/rake&,ns855
http://dbpedia.org/property/primeUnits%3F,ns856
"http://dbpedia.org/property/populationDensityK,",ns857
http://dbpedia.org/property/k/,ns858
http://dbpedia.org/property/lastBest&,ns859
http://dbpedia.org/property/krf/,ns860
http://dbpedia.org/property/%22a+.*%22,ns861
http://dbpedia.org/property/leaderName1(derik),ns862
http://dbpedia.org/property/%3Cnowiki%3E%22,ns863
http://dbpedia.org/property/nat%25,ns864
http://dbpedia.org/property/illumination(s),ns865
http://dbpedia.org/property/squadrons/,ns866
http://dbpedia.org/property/laRioja%3C,ns867
http://dbpedia.org/property/unit/,ns868
http://dbpedia.org/property/5.05.,ns869
http://dbpedia.org/property/frp/h/,ns870
http://dbpedia.org/property/election(s),ns871
http://dbpedia.org/property/h/krf/,ns872
http://dbpedia.org/property/wingLoadingLb/,ns873
http://dbpedia.org/property/partyterms%23,ns874
http://dbpedia.org/property/populationTotal(3500),ns875
http://dbpedia.org/property/l/,ns876
http://dbpedia.org/property/lsd/,ns877
http://dbpedia.org/property/huelva%3C,ns878
http://dbpedia.org/property/manganese(inMg),ns879
http://dbpedia.org/property/kick/,ns880
http://dbpedia.org/property/operatingSystem(s),ns881
http://dbpedia.org/property/owner(s),ns882
http://dbpedia.org/property/repterms%23,ns883
http://dbpedia.org/property/wars/,ns884
http://dbpedia.org/property/totalNo.OfHouse',ns885
http://dbpedia.org/ontology/Astronaut/,ns886
http://dbpedia.org/property/altcaptain(s),ns887
http://dbpedia.org/property/%22senior%22,ns888
http://dbpedia.org/property/head/,ns889
http://dbpedia.org/property/typeMatchingWithVariableBinding%3C,ns890
http://dbpedia.org/property/shipArmament(lsh),ns891
http://dbpedia.org/property/9,ns892
http://dbpedia.org/property/8,ns893
http://dbpedia.org/property/concurrence/,ns894
http://dbpedia.org/property/'',ns895
http://dbpedia.org/property/donald(flashWwii),ns896
"http://dbpedia.org/property/name,",ns897
http://dbpedia.org/property/&nbsp;name&nbsp;&nbsp;&nbsp;,ns898
"http://dbpedia.org/property/populationAsOf2,",ns899
http://dbpedia.org/property/@,ns900
http://dbpedia.org/property/extraColumn%3CeraseThisAfterFindTheProducers%3E,ns901
http://dbpedia.org/property/espn+,ns902
http://dbpedia.org/property/shipOperator(timeOfLoss),ns903
http://dbpedia.org/property/haw%25,ns904
http://dbpedia.org/property/partyterm%23,ns905
http://dbpedia.org/property/lengthFast/,ns906
"http://dbpedia.org/property/piano,",ns907
http://dbpedia.org/property/9.0+,ns908
http://dbpedia.org/property/reactionDirection(forward/reversible/reverse),ns909
http://dbpedia.org/property/engineManufacturer.AbbreviationsAsFollowsAllaire%3Cnowiki%3E,ns910
http://dbpedia.org/property/deaths(unofficial),ns911
http://dbpedia.org/property/townNickname(s),ns912
http://dbpedia.org/property/kasia))%3FMaKota%22,ns913
"http://dbpedia.org/property/partyThatOrderedTheShip.ThisIsUsuallyTheOwnerButIsSometimesTheOperator,OrAnAgentOfEither.ContemporaneousNewspaperSourcesRarelyStateToWhichCategoryANamedPartyBelongs.AbbreviationsInThisColumnRr%3Cnowiki%3E",ns914
http://dbpedia.org/property/telescope%3Csub%3E1%3C/sub%3E,ns915
http://dbpedia.org/property/bishopGaetanoAldo(thomas),ns916
http://dbpedia.org/property/(old),ns917
http://dbpedia.org/property/shanghai',ns918
http://dbpedia.org/property/american/,ns919
http://dbpedia.org/property/occupancy(%25),ns920
"http://dbpedia.org/property/allSonicCafeGames,",ns921
http://dbpedia.org/property/women',ns922
http://dbpedia.org/property/usnwrg(partTimeMba),ns923
http://dbpedia.org/property/4.04.,ns924
http://dbpedia.org/property/''starhorse3SeasonIANewLegendBegins''*FiscalYearEndedMarch201210.1&nbsp;billion*1stQuarterEnded30June20120.5&nbsp;billion*CurrencyConversion**10.1,ns925
http://dbpedia.org/property/est%5D%5D,ns926
http://dbpedia.org/property/speed1Km/,ns927
http://dbpedia.org/property/''',ns928
http://dbpedia.org/property/nickname/,ns929
http://dbpedia.org/property/2001,ns930
http://dbpedia.org/property/2000,ns931
http://dbpedia.org/property/2005,ns932
http://dbpedia.org/property/french/,ns933
http://dbpedia.org/property/2004,ns934
http://dbpedia.org/property/2003,ns935
http://dbpedia.org/property/setW/,ns936
http://dbpedia.org/property/2002,ns937
http://dbpedia.org/property/2009,ns938
http://dbpedia.org/property/2008,ns939
http://dbpedia.org/property/aangonX',ns940
http://dbpedia.org/property/2007,ns941
http://dbpedia.org/property/2006,ns942
http://dbpedia.org/property/gs1GtinPrefix(es),ns943
http://dbpedia.org/property/averageAnnualRainfall(mm),ns944
http://dbpedia.org/property/shipArmament(amc),ns945
http://dbpedia.org/property/shipBoats&,ns946
http://dbpedia.org/property/maximaleStauhhe(planned),ns947
http://dbpedia.org/ontology/Software/,ns948
http://dbpedia.org/property/mascot(s),ns949
"http://dbpedia.org/property/klostermaier%22''brahman'',DerivedFromTheRoot''bh''%3Cnowiki%3E",ns950
http://dbpedia.org/property/nagari/,ns951
http://dbpedia.org/property/m&,ns952
http://purl.org/dc/elements/1.1/,ns953
http://dbpedia.org/property/subdivisionGhoradongri%5D%5D,ns954
http://dbpedia.org/property/domain(s),ns955
http://dbpedia.org/ontology/Infrastructure/,ns956
http://dbpedia.org/property/home&,ns957
"http://dbpedia.org/property/schoolSaintJoseph'sPrimarySchoolBarnoldswick,",ns958
http://dbpedia.org/property/officialNameInTurkish(smedovak),ns959
http://dbpedia.org/property/14441477,ns960
http://dbpedia.org/property/yr%3Cnowiki%3E,ns961
http://dbpedia.org/property/startyr+,ns962
http://dbpedia.org/property/rotational+,ns963
http://dbpedia.org/property/population(2010Census),ns964
"http://dbpedia.org/property/pfa,",ns965
http://dbpedia.org/property/votes%25,ns966
http://dbpedia.org/property/4%5D%5D%3Cbr/%3E%3C,ns967
http://dbpedia.org/property/tc',ns968
"http://dbpedia.org/property/weight,",ns969
http://dbpedia.org/property/useUs%25,ns970
http://dbpedia.org/property/guest(s),ns971
